file_name,genre,mfcc1_mean,mfcc1_min,mfcc1_max,mfcc1_median,mfcc1_std,mfcc1_skew,mfcc1_kurt,mfcc2_mean,mfcc2_min,mfcc2_max,mfcc2_median,mfcc2_std,mfcc2_skew,mfcc2_kurt,mfcc3_mean,mfcc3_min,mfcc3_max,mfcc3_median,mfcc3_std,mfcc3_skew,mfcc3_kurt,mfcc4_mean,mfcc4_min,mfcc4_max,mfcc4_median,mfcc4_std,mfcc4_skew,mfcc4_kurt,mfcc5_mean,mfcc5_min,mfcc5_max,mfcc5_median,mfcc5_std,mfcc5_skew,mfcc5_kurt,mfcc6_mean,mfcc6_min,mfcc6_max,mfcc6_median,mfcc6_std,mfcc6_skew,mfcc6_kurt,mfcc7_mean,mfcc7_min,mfcc7_max,mfcc7_median,mfcc7_std,mfcc7_skew,mfcc7_kurt,mfcc8_mean,mfcc8_min,mfcc8_max,mfcc8_median,mfcc8_std,mfcc8_skew,mfcc8_kurt,mfcc9_mean,mfcc9_min,mfcc9_max,mfcc9_median,mfcc9_std,mfcc9_skew,mfcc9_kurt,mfcc10_mean,mfcc10_min,mfcc10_max,mfcc10_median,mfcc10_std,mfcc10_skew,mfcc10_kurt,mfcc11_mean,mfcc11_min,mfcc11_max,mfcc11_median,mfcc11_std,mfcc11_skew,mfcc11_kurt,mfcc12_mean,mfcc12_min,mfcc12_max,mfcc12_median,mfcc12_std,mfcc12_skew,mfcc12_kurt,mfcc13_mean,mfcc13_min,mfcc13_max,mfcc13_median,mfcc13_std,mfcc13_skew,mfcc13_kurt,tempo
blues.00000.wav,blues,-115.36694,-259.04163,20.67864,-116.6659,50.89768,0.03716324362455453,-0.33009490517640705,123.91136,46.884766,171.40656,124.56235,17.62591,-0.3158489115297357,0.6599168373846092,-21.438885,-73.71377,27.098236,-20.135567,15.712629,-0.4681282318940662,0.3480864009943776,44.512222,0.51770663,75.1028,46.01149,12.621376,-0.4977780933170634,0.15880055420968198,-8.639729,-49.195267,25.340557,-7.6311135,12.737137,-0.2517722876402149,-0.24507734045103557,20.772005,-15.249746,42.762623,21.95519,9.634318,-0.5105412532334526,0.11174497257483296,-15.897552,-42.626286,9.6124325,-16.034922,8.184425,0.02019706205368639,0.008496645124902447,17.37599,-12.309813,44.251225,17.792805,8.52626,-0.1450165376548563,0.386957490570929,-14.361046,-40.324165,11.337049,-13.734312,8.928463,-0.19164583581457117,-0.3222536206463533,12.922903,-12.618923,40.60878,12.75241,8.083867,0.14493377407849745,0.3291767234662002,-10.242558,-34.289696,16.196861,-10.265046,7.910401,-0.010912219044389977,-0.03367049239019071,10.67726,-9.566468,33.030777,10.697959,7.0934653,-0.08632627492290845,-0.14754121689760558,-5.3983126,-27.54837,18.276844,-5.2435436,6.513128,0.04094927437631681,0.2903834591122805,123.046875
blues.00001.wav,blues,-209.85945,-452.705,-27.726141,-198.01317,89.28044,-0.4753329487519891,-0.45020714693302866,127.23814,27.053408,197.30008,128.40797,24.463118,-0.21914805426840925,0.6106427494879072,5.8396363,-80.81987,54.381447,9.952345,24.204271,-1.000754102816523,1.1364605830176213,38.695824,-23.809141,78.65669,38.79059,16.266525,-0.14212477054682404,-0.0751171746071333,0.04554969,-46.986336,41.018456,0.5447913,16.389378,-0.10243545495381186,-0.5228350432263702,24.035995,-21.978577,52.379333,25.22709,12.306799,-0.5233600235865545,0.23955625803131086,-11.017991,-60.605682,27.6918,-10.511683,14.064533,-0.2363192285254865,0.12480175654012715,25.617146,-10.962471,60.06315,25.150354,11.750009,0.11819851602301898,-0.021017105676927716,-12.18011,-58.98243,20.48138,-12.269306,12.885461,0.035264053101309846,-0.4448134824333416,13.831277,-26.424227,41.49997,14.006871,10.136872,-0.18794688803947013,0.22108329131077076,-7.3321877,-40.23276,23.181408,-7.6321535,10.41111,0.021677444008696835,0.15060910926839854,7.001393,-24.70391,40.72455,6.4341545,9.901094,0.16947941170810896,0.14670072061697637,-3.711467,-30.089659,17.809586,-4.0248613,8.190441,0.022421553441744145,-0.24740221945384944,67.99958881578948
blues.00002.wav,blues,-92.169174,-348.76328,33.480583,-86.75316,58.140057,-0.6066061171207542,0.6009892714324567,142.02493,-11.795292,203.0622,144.19261,22.863407,-1.2565638936188757,5.299950937211225,-30.484585,-88.48013,41.76482,-30.860985,20.602839,0.257859667899117,0.35545253843622193,33.168743,-3.3409133,94.553955,32.105225,12.077188,0.8531485373945452,1.9292448099337696,-15.38775,-67.59515,32.28084,-14.831102,12.530422,-0.3237695154285777,1.3585142149147416,27.17116,-5.971572,61.293636,26.829184,8.508935,0.12263242490507095,0.5326442978154025,-15.018173,-51.17915,23.3364,-15.032644,10.301786,0.03894514473056236,0.3946012456341892,13.0113735,-31.28577,34.684326,14.689117,10.309661,-1.0015495607246918,1.442741942898552,-13.067796,-35.030945,27.120617,-13.986587,8.172722,0.8570783678534998,1.6268839142553047,11.026988,-32.90853,33.006905,11.894366,8.187151,-0.9171936985889271,2.567284663991285,-14.359801,-47.507095,12.030506,-14.428488,7.453961,-0.19209134566191427,1.0740655346557269,6.977724,-30.229939,24.905508,8.030612,8.106655,-0.6513719532977429,0.4377006897377105,-10.023542,-29.625591,20.922756,-11.197523,7.775091,0.6687279802456014,0.43036650142488986,161.4990234375
blues.00003.wav,blues,-200.54312,-365.0707,-15.147974,-196.3736,74.70194,0.030461803865682587,-0.42973134375573663,151.25145,62.469856,238.51117,150.28079,21.587036,0.13207734339161223,1.1153716629843835,4.598285,-64.180244,41.718796,6.6580153,16.035255,-0.7359627607122544,1.2421011353674887,27.811419,-25.828142,63.93817,29.085886,12.598375,-0.5102540792844196,0.30188295478692373,0.9634989,-50.076347,36.8854,2.0585966,16.192497,-0.2875294930225706,-0.40629670730533274,15.01628,-23.292953,55.6661,15.521636,11.240036,-0.09509095076279481,0.15081068872271874,-5.373867,-46.54442,21.40438,-3.0329037,12.521622,-0.8893110199942913,0.3861258425947538,9.879776,-17.557003,30.504887,10.466509,9.079149,-0.31314557587692954,-0.2957015223793249,-1.2021464,-29.781366,23.09356,0.106887415,9.646231,-0.31467513825130394,-0.46814542291562544,8.6441965,-28.910973,33.36184,9.099686,8.453974,-0.644047378766687,1.6425102858903813,-3.6062071,-46.961983,25.663143,-3.0433056,10.61827,-0.3395210755022627,0.19459298859816299,6.458551,-14.50861,42.02504,5.971632,7.059063,0.6053906794691338,1.5222082658940286,-2.733019,-34.33473,20.92551,-2.1085384,7.6494055,-0.1570293687493755,0.5173234758854952,63.02400914634146
blues.00004.wav,blues,-163.83896,-387.72427,-4.4578476,-158.94562,73.06339,-0.31390981469596696,-0.5121171738531474,130.80798,-9.757294,194.78668,135.26453,30.593588,-0.7468371140521703,0.642964946911964,-39.999348,-87.381676,19.228203,-41.33915,17.992678,0.2638535296403401,-0.33131908537432286,26.460415,-14.664965,86.678535,26.443918,13.669961,0.2019784554212659,0.434677884294258,-36.66773,-100.599106,12.99271,-35.107307,17.71841,-0.4883981144836909,0.3985790522995387,14.990965,-14.88954,50.69992,15.124979,10.900548,0.09016451513347136,-0.29919573941971134,-27.270325,-67.11224,0.7168257,-26.448923,9.792759,-0.32119145516782033,0.27124135367505176,4.3205566,-27.432758,38.096962,2.9488297,10.632371,0.4492093869085771,-0.07561837277407779,-15.336582,-45.81414,21.045078,-15.352225,10.986165,0.005541983254688222,0.22895559580969582,4.6386037,-21.140772,35.907036,4.893356,9.545381,0.12581145413062883,-0.21544769960805477,-16.170137,-44.683365,20.51875,-16.39193,8.854588,0.580158634822381,1.4832985426906502,0.13200775,-26.279583,36.37813,-0.76493764,9.461746,0.4556281583160833,0.3920420004851528,-9.545371,-38.15571,21.034733,-9.738651,9.746816,0.14174255999171378,0.05412576379773437,135.99917763157896
blues.00005.wav,blues,-182.96631,-470.5333,14.046466,-173.7688,87.67566,-0.4090839791575563,-0.1618374930710047,125.34264,-81.35727,207.37411,140.00423,59.21277,-1.0441526341961276,0.49051070033482125,-24.104507,-80.42598,57.88053,-29.497808,24.77604,0.7463107509969586,-0.02840820338370076,37.019497,-26.263252,108.622986,35.836662,20.596088,0.6761668895060707,1.0623798224061218,-27.726196,-84.49507,42.021614,-28.309162,18.881681,0.050786172200582486,0.5862576394125236,17.593023,-14.011084,60.98506,15.687056,14.236546,0.4652183410076291,-0.19768225347039747,-26.019606,-69.528435,8.503943,-25.621176,11.795684,-0.5253261125533887,1.1571372288129247,7.9806085,-16.830803,47.925247,7.76937,10.549042,0.25852271678123356,0.14622279533451144,-12.931769,-51.938675,22.43638,-12.063055,11.890379,-0.38896013109629407,0.4248513046313849,2.9055495,-20.60767,34.583458,2.2569113,9.736271,0.3577492053023967,-0.13182577781856075,-15.205342,-52.98478,7.2721767,-14.730602,8.289154,-0.6788999506672847,1.457878136500879,0.4527982,-31.454496,33.757614,0.4469722,8.636646,-0.06636564828863645,0.5728385945563983,-11.736603,-34.96833,20.42743,-12.35941,9.439921,0.5250948015994894,0.26401738691892174,69.83741554054055
blues.00006.wav,blues,-200.31113,-480.76782,27.848164,-187.69705,105.49164,-0.2327678855152283,-0.6362219548952295,143.07498,-12.002996,221.27246,156.05704,50.04063,-0.7292581241759818,-0.3394155694155998,-45.88486,-118.54149,50.943344,-49.132584,34.487022,0.4726255847845916,-0.4846489817764241,39.235012,-18.224827,110.08913,36.452126,21.26526,0.6426385960480651,0.42472769025409995,7.726767,-105.87987,56.03662,18.140076,32.798466,-0.891687205182118,-0.10368566558366821,1.3528981,-37.111164,51.55123,-0.14495912,17.133097,0.23696651252727563,-0.7416054657094824,-22.309603,-64.210236,19.817196,-21.520363,13.440213,-0.11507600379271818,0.13029437024282764,1.9225477,-30.693699,32.519516,1.7690635,10.18993,0.21405162682520687,-0.03526774130377497,-8.002817,-50.95849,22.729443,-7.1285768,11.657068,-0.5021129993782099,0.4733062343523575,-4.0694537,-51.535164,35.91379,-3.7574773,12.478931,-0.4078240351992286,1.5308597172737546,-8.850631,-46.018692,22.386728,-8.290601,9.565773,-0.4533140501271913,0.9314750977539439,-2.5824268,-32.7004,29.891483,-2.9636593,8.249655,0.2174741755272248,0.45676510536639636,-6.8931303,-42.772953,31.359383,-6.7884984,9.022852,-0.3713465445872783,2.6643003038067468,71.77734375
blues.00007.wav,blues,-181.5292,-426.00357,41.145683,-182.36874,82.01799,-0.045834075159236494,-0.1823377201667915,139.49385,-9.464441,222.02377,144.17902,38.453114,-0.8229850529822073,0.5513295652223591,-29.247028,-91.578026,43.9517,-30.031975,23.649784,0.12674699371078776,-0.11705246344542619,42.44197,-8.329657,109.03346,41.957348,18.848623,0.36905001869323056,0.35185096745988265,3.0392203,-73.77586,52.878593,6.5324426,25.52057,-0.4416144044979908,-0.5650991361971158,12.905459,-24.119007,59.72005,12.493612,12.082192,0.14736757320693517,0.3868709627925093,-22.215971,-62.522835,24.718285,-21.019232,13.139051,-0.18376032214383403,-0.02785519336098785,9.980175,-24.347181,52.42097,8.400629,12.752397,0.4632632388814201,-0.08444911421705248,-12.595295,-58.62256,22.629288,-12.644573,13.479687,-0.11567309126124123,-0.2171572687504315,-2.3556845,-39.338364,34.097076,-3.8252609,13.879039,0.15261543866364416,-0.49383847010063686,-9.339652,-63.398987,19.502068,-7.3052244,12.324967,-1.3240935736900066,2.5211088559914883,-6.1707687,-35.426247,29.90849,-6.5248203,9.180944,0.15595135332918336,0.7520445311776229,-4.1329875,-42.832047,19.612774,-3.6950026,9.648271,-0.3836139878076451,0.1649423746425951,92.28515625
blues.00008.wav,blues,-121.84269,-264.34787,0.7500357,-122.875435,51.101627,0.1579958944528629,-0.32203236352585884,123.00806,31.481438,171.79678,125.3249,20.459606,-0.41263488163019374,0.12992938741004112,-15.127896,-90.91104,32.111164,-14.481062,18.628101,-0.42431626321032984,0.37313323911934315,46.571846,1.0320892,100.407715,45.20588,13.959199,0.7406674274275267,1.2867705549444919,-8.590924,-66.81864,24.043533,-7.084258,13.341705,-0.6865960175054459,0.46090488740235136,20.628931,-13.360279,51.78759,21.748838,10.287687,-0.31633934403669345,-0.19519957889589667,-19.533573,-40.86846,22.57832,-20.136171,7.805717,0.7752398852027454,2.138027635564332,23.437122,-6.1242833,49.05887,23.397734,8.772343,-0.11125541171626051,-0.08589054246441608,-12.22817,-34.865273,14.842986,-12.724325,6.5814013,0.2150681548924642,0.18412862663307106,21.545067,-8.047925,46.46708,22.172546,7.7275076,-0.3253388481191713,0.3048588630801654,-7.0985546,-35.328476,19.432968,-7.1450152,7.0267158,-0.018552002951767805,0.7319098576280063,7.3543344,-23.375828,30.011513,7.5851755,7.575895,-0.40500119008139357,0.33615583127469506,-13.038981,-36.115997,16.145967,-13.951803,8.023608,0.6244467006596875,0.5914867911218842,83.35433467741936
blues.00009.wav,blues,-215.72966,-377.01047,-55.094814,-213.0603,79.182465,-0.025643122941756448,-1.1394944225731325,118.7962,-37.56709,179.15947,123.40033,28.593737,-0.6204107524154138,0.8916545627952281,-15.03305,-80.31879,33.546993,-10.291708,25.342827,-0.4460934622721865,-0.8158485242039548,42.30124,0.14693749,120.7173,38.36684,18.73923,0.9264255474401225,0.811948291836031,-23.76336,-108.06498,18.967663,-19.345634,22.100958,-0.5880094911308015,-0.3509599739074205,16.216055,-32.478405,63.73022,17.760294,16.607853,-0.2981280827558055,-0.19381647792996715,-12.429426,-59.1839,11.835993,-11.649055,10.854501,-0.8047618769235966,1.1615862863691957,11.912574,-15.984602,38.490677,12.231003,8.70631,-0.07502879331622551,-0.08186972586044128,-16.957016,-45.997597,15.997881,-17.648476,9.97674,0.15891455709483737,-0.23122016093104625,6.982303,-23.281977,39.024586,6.0676656,9.795619,0.24773766790445642,0.2372973136897003,-8.507784,-40.888565,14.466474,-8.463684,8.895803,-0.29736644554752345,0.06691684108874263,6.0892353,-21.848202,36.948784,6.2508936,10.462888,-0.01395359412895126,-0.5704024683972335,-1.8817074,-25.600895,28.05245,-2.8509953,9.122864,0.459068917577306,0.2683124899445364,80.74951171875
